day,PP_F0,PP_F0_M,PP_F0_SD,PP_F0_SD_M,PP_LHR,PP_LHR_M,PP_CPP_M,PP_CPP_M2,PP_CPP_SD_M,PP_HNR,PP_HNR_M,PP_JIT_local,PP_JIT_abs,PP_JIT_rap,PP_JIT_ppq5,PP_JIT_ddp,PP_JIT_M_local,PP_JIT_M_abs,PP_JIT_M_rap,PP_JIT_M_ppq5,PP_JIT_M_ddp,PP_SHI_local,PP_SHI_localdb,PP_SHI_apq3,PP_SHI_apq5,PP_SHI_apq11,PP_SHI_dda,PP_SHI_M_local,PP_SHI_M_localdb,PP_SHI_M_apq3,PP_SHI_M_apq5,PP_SHI_M_apq11,PP_SHI_M_dda,PP_GF1_MEA,PP_GF2_MEA,PP_GF3_MEA,PP_GF4_MEA,PP_GF5_MEA,PP_GF1_MED,PP_GF2_MED,PP_GF3_MED,PP_GF4_MED,PP_GF5_MED,PP_GF1_SD,PP_GF2_SD,PP_GF3_SD,PP_GF4_SD,PP_GF5_SD,PP_F1_MEA,PP_F2_MEA,PP_F3_MEA,PP_F4_MEA,PP_F5_MEA,PP_F1_MED,PP_F2_MED,PP_F3_MED,PP_F4_MED,PP_F5_MED,PP_F1_SD,PP_F2_SD,PP_F3_SD,PP_F4_SD,PP_F5_SD,DV_PRO_F0avg,DV_PRO_F0std,DV_PRO_F0max,DV_PRO_F0min,DV_PRO_F0skew,DV_PRO_F0kurt,DV_PRO_F0tiltavg,DV_PRO_F0mseavg,DV_PRO_F0tiltstd,DV_PRO_F0msestd,DV_PRO_F0tiltmax,DV_PRO_F0msemax,DV_PRO_F0tiltmin,DV_PRO_F0msemin,DV_PRO_F0tiltskw,DV_PRO_F0mseskw,DV_PRO_F0tiltku,DV_PRO_F0mseku,DV_PRO_1F0mean,DV_PRO_1F0std,DV_PRO_1F0max,DV_PRO_1F0min,DV_PRO_1F0skw,DV_PRO_1F0ku,DV_PRO_lastF0avg,DV_PRO_lastF0std,DV_PRO_lastF0max,DV_PRO_lastF0min,DV_PRO_lastF0skw,DV_PRO_lastF0ku,DV_PRO_avgEvoiced,DV_PRO_stdEvoiced,DV_PRO_skwEvoiced,DV_PRO_kurtosisEvoiced,DV_PRO_avgtiltEvoiced,DV_PRO_stdtiltEvoiced,DV_PRO_skwtiltEvoiced,DV_PRO_kurtosistiltEvoiced,DV_PRO_avgmseEvoiced,DV_PRO_stdmseEvoiced,DV_PRO_skwmseEvoiced,DV_PRO_kurtosismseEvoiced,DV_PRO_avg1Evoiced,DV_PRO_std1Evoiced,DV_PRO_max1Evoiced,DV_PRO_min1Evoiced,DV_PRO_skw1Evoiced,DV_PRO_kurtosis1Evoiced,DV_PRO_avglastEvoiced,DV_PRO_stdlastEvoiced,DV_PRO_maxlastEvoiced,DV_PRO_minlastEvoiced,DV_PRO_skwlastEvoiced,DV_PRO_kurtosislastEvoiced,DV_PRO_avgEunvoiced,DV_PRO_stdEunvoiced,DV_PRO_skwEunvoiced,DV_PRO_kurtosisEunvoiced,DV_PRO_avgtiltEunvoiced,DV_PRO_stdtiltEunvoiced,DV_PRO_skwtiltEunvoiced,DV_PRO_kurtosistiltEunvoiced,DV_PRO_avgmseEunvoiced,DV_PRO_stdmseEunvoiced,DV_PRO_skwmseEunvoiced,DV_PRO_kurtosismseEunvoiced,DV_PRO_avg1Eunvoiced,DV_PRO_std1Eunvoiced,DV_PRO_max1Eunvoiced,DV_PRO_min1Eunvoiced,DV_PRO_skw1Eunvoiced,DV_PRO_kurtosis1Eunvoiced,DV_PRO_avglastEunvoiced,DV_PRO_stdlastEunvoiced,DV_PRO_maxlastEunvoiced,DV_PRO_minlastEunvoiced,DV_PRO_skwlastEunvoiced,DV_PRO_kurtosislastEunvoiced,DV_PRO_Vrate,DV_PRO_avgdurvoiced,DV_PRO_stddurvoiced,DV_PRO_skwdurvoiced,DV_PRO_kurtosisdurvoiced,DV_PRO_maxdurvoiced,DV_PRO_mindurvoiced,DV_PRO_avgdurunvoiced,DV_PRO_stddurunvoiced,DV_PRO_skwdurunvoiced,DV_PRO_kurtosisdurunvoiced,DV_PRO_maxdurunvoiced,DV_PRO_mindurunvoiced,DV_PRO_avgdurpause,DV_PRO_stddurpause,DV_PRO_skwdurpause,DV_PRO_kurtosisdurpause,DV_PRO_maxdurpause,DV_PRO_mindurpause,DV_PRO_PVU,DV_PRO_PU,DV_PRO_UVU,DV_PRO_VVU,DV_PRO_VP,DV_PRO_UP,DV_PHO_avg DF0,DV_PHO_avg DDF0,DV_PHO_avg Jitter,DV_PHO_avg Shimmer,DV_PHO_avg apq,DV_PHO_avg ppq,DV_PHO_avg logE,DV_PHO_std DF0,DV_PHO_std DDF0,DV_PHO_std Jitter,DV_PHO_std Shimmer,DV_PHO_std apq,DV_PHO_std ppq,DV_PHO_std logE,DV_PHO_skewness DF0,DV_PHO_skewness DDF0,DV_PHO_skewness Jitter,DV_PHO_skewness Shimmer,DV_PHO_skewness apq,DV_PHO_skewness ppq,DV_PHO_skewness logE,DV_PHO_kurtosis DF0,DV_PHO_kurtosis DDF0,DV_PHO_kurtosis Jitter,DV_PHO_kurtosis Shimmer,DV_PHO_kurtosis apq,DV_PHO_kurtosis ppq,DV_PHO_kurtosis logE,DV_GLO_global avg var GCI,DV_GLO_global avg avg NAQ,DV_GLO_global avg std NAQ,DV_GLO_global avg avg QOQ,DV_GLO_global avg std QOQ,DV_GLO_global avg avg H1H2,DV_GLO_global avg std H1H2,DV_GLO_global avg avg HRF,DV_GLO_global avg std HRF,DV_GLO_global std var GCI,DV_GLO_global std avg NAQ,DV_GLO_global std std NAQ,DV_GLO_global std avg QOQ,DV_GLO_global std std QOQ,DV_GLO_global std avg H1H2,DV_GLO_global std std H1H2,DV_GLO_global std avg HRF,DV_GLO_global std std HRF,DV_GLO_global skewness var GCI,DV_GLO_global skewness avg NAQ,DV_GLO_global skewness std NAQ,DV_GLO_global skewness avg QOQ,DV_GLO_global skewness std QOQ,DV_GLO_global skewness avg H1H2,DV_GLO_global skewness std H1H2,DV_GLO_global skewness avg HRF,DV_GLO_global skewness std HRF,DV_GLO_global kurtosis var GCI,DV_GLO_global kurtosis avg NAQ,DV_GLO_global kurtosis std NAQ,DV_GLO_global kurtosis avg QOQ,DV_GLO_global kurtosis std QOQ,DV_GLO_global kurtosis avg H1H2,DV_GLO_global kurtosis std H1H2,DV_GLO_global kurtosis avg HRF,DV_GLO_global kurtosis std HRF
0,92.07095818906737,91.4436520301629,10.275489232795259,0.6303424888537006,-3.3716463009589557,-2.5167037340305876,0.1455050177702848,0.1423639218254801,0.033599346067867755,4.1243589173883874,3.6968284179330673,0.0039460347160948485,4.2972911923717415e-05,0.0021333016582080174,0.0026129418367120006,0.006399904974624052,0.0027531730528668375,3.0050284686810864e-05,0.0012251718526006632,0.0015627287143934756,0.0036755155578019894,0.176196888989397,0.176196888989397,0.09490294656845863,0.10839198961596931,0.11154737433405598,0.28470883970537586,0.17199509990809767,0.17199509990809767,0.09440824575000435,0.10983550908147584,0.10808211157260468,0.28322473725001307,606.2867367296674,1638.6488240774906,2477.096904826369,3838.792028517641,4625.433471332885,604.9441761016171,1639.835554429853,2474.4642991193577,3845.124089650801,4613.585793802868,20.074305639796922,24.317927189029355,86.6445921645464,54.669442944497604,183.9981886794915,600.2466552233666,1638.4829503178023,2482.5272433417326,3842.0182762265285,4621.647586065882,599.1678314184004,1639.1272286317108,2478.3105923418657,3849.8243027164667,4606.340569000013,20.111111814542973,22.96887154604136,88.55140278089138,53.16274332380047,178.68881241020523,91.55183410644531,0.8629658222198486,93.96695709228516,85.76815032958984,-0.6529688616868886,5.605019909508233,0.6987141593427467,0.7134178659446161,0.9588626138164246,0.15169402073623722,1.964071588777321,0.8691958463619027,-0.35619577176355005,0.507792704259282,0.3186421402240244,-0.45742252076862283,-1.5000000000000004,-1.5,91.5552749633789,0.7428980469703674,93.55962371826172,90.16865539550781,0.4468716507388815,-0.45714568154078616,91.38712310791016,0.8806794285774231,92.76274871826172,85.76815032958984,-2.5312004795488736,13.807358857950888,-18.176227037436846,1.2572542273012524,0.041155347554805016,-0.38249910277847365,1.2443017061850086,0.2166834995146032,0.0,-2.0,1.4511690122859697,0.08300647952290752,0.0,-2.0,-17.31081218994735,1.3131358436645504,-14.322266050258772,-20.354398815002668,-0.07646230381360095,-0.4577102757239402,-19.041641884926342,1.2013726109379543,-16.230038710030566,-21.604865199216157,0.15877299892321098,-0.3072879298330071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4370629370629371,1.07,0.41,-3.0203684960638543e-16,-1.9999999999999998,1.48,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.42333333333333334,0.04714045207910316,0.7071067811865476,-1.5,0.49,0.39,0.0,0.0,0.0,0.0,0.0,0.0,-0.008910921402275562,-0.012988902628421783,0.3637168292131919,6.163128845579466,10.084509512977856,0.23549804580122474,-18.6025509452202,0.44797688722610474,0.6054726839065552,0.30665423203862063,7.6473109376660995,7.209831674967405,0.17808839361928774,1.597882264081042,-0.790777530451677,-0.18463655160622489,2.3862907545229204,1.4249482290017397,1.020024170206785,0.8065770610197716,-0.47501817185690726,3.380115474137005,0.7261341006175281,12.737147779916427,1.7933066866174556,1.1960394497119964,0.012863553576973441,2.716708853436163,0.0012591683030558746,0.0015292233957673674,0.0008635314315128653,0.08136407390407567,0.06340929804833575,8.374175385357876,8.236767351694002,38.30703930748048,52.91819091345839,0.00012996981103435007,0.00022066085171091105,0.00013632588062365697,0.02234186220808673,0.03630180160036423,1.8144178081084594,1.6402874536230863,29.55590310229788,111.14945167062587,-0.12614977323787716,-0.17673778004090018,-0.15377936402444384,1.0489708102564135,1.1460421859053724,0.6887868962493343,0.41980147112503596,-3.9100787281324205,4.2413701940925685,-0.08615957924542528,-0.04234861541559898,0.5672892288458526,0.9511238160562248,0.11310634178042145,1.3382359616567339,-0.1901019277972873,14.691676379290005,16.477549426546222
1,103.17082725652581,102.26363633545304,12.038359843577844,0.9182466983525335,8.308638422668766,6.6906284580143875,0.17974714635567954,0.18214981693613938,0.04613461225200117,9.270992673396444,7.234022600770078,0.0029646089345809683,2.9022903573785988e-05,0.001322901281751133,0.0015413309357038153,0.003968703845253399,0.002511036792378722,2.4315055119678285e-05,0.0010614141361321259,0.001312260900599914,0.003184242408396378,0.04637848942406725,0.04637848942406725,0.025356652730949558,0.02715661758175906,0.03162518358187582,0.07606995819284867,0.05795608089874096,0.05795608089874096,0.03122892130738416,0.03396393552984981,0.03759516251529467,0.09368676392215247,599.5804361303614,1771.6957651714074,2308.2120646802177,3785.745295457242,4791.532703729144,600.7615201969281,1767.3841993717194,2296.511589555519,3789.77592030488,4798.1067558743025,21.351228750044708,49.52535167372771,56.80031809334604,42.99291320143325,82.08187311815011,599.4558525010373,1766.9033629875235,2307.8958902419217,3784.5715772230546,4793.7324744723865,601.3672513520733,1763.6484390709825,2296.4287054371134,3788.3853279678046,4796.211916958906,22.92998728466177,46.58956314771469,55.43192244086424,40.8057121689496,69.00935358371495,102.227783203125,1.184581995010376,105.19876861572266,97.4575424194336,-0.08943176525500472,0.17414269002808647,-0.6637134623047503,1.142282880981815,0.08938401379176497,0.007451908621087577,-0.5743294485129853,1.1497347896029027,-0.7530974760965152,1.1348309723607275,0.0,0.0,-2.0,-2.0,101.84133911132812,1.1377490758895874,104.57888793945312,99.27513885498047,0.045942537050207906,-0.15714973419681,102.5072250366211,1.1383357048034668,105.19876861572266,97.4575424194336,-0.1940597395780919,0.7236774995269069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.665179501199916,1.126696405004449,-0.6736856702178008,-0.6201553003817996,71.18426245784477,85.50840015336686,0.0,-2.0,0.3406708100805046,0.2637581961978076,2.8361788778210834e-16,-1.9999999999999998,-21.55985467312564,1.3091035030236402,-20.189030843886357,-23.32288409611059,-0.42250614902265965,-1.4999999999999998,-23.770504329274193,0.9442893069852577,-22.616430264975243,-26.079445306310376,-0.9248651914129419,0.25968939923640066,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.05,-1.0842021724855042e-16,-1.9999999999999998,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04284914955496788,-0.011944890953600407,0.3949312358549009,2.418792628234629,4.437385258032671,0.24367901116657487,-20.689986576727783,0.6169386506080627,0.7951481938362122,0.4250753677087437,3.804860606893959,3.92455466169358,0.2102638017645465,1.5503916272718115,-1.8072430969893196,-0.09092466925921673,4.816249239679178,3.0429461231984,1.4695573785549185,2.878188864105113,-0.19343391725203868,14.669507565408818,10.699382450812537,36.057439546667084,13.48472081680417,2.610119778864882,17.241906014862508,3.155086876252481,0.0006249269304054158,0.0023921742257396903,0.0008207833125277538,0.10363404154698366,0.04965382823423305,10.569361090355745,6.790845234173993,49.33433467374128,36.021955859491456,0.00021677819590918248,0.00029354637753853705,0.00018945744420575467,0.015419749527358324,0.02309173258806038,2.6594114246683973,2.6585531657024317,20.37217319385027,61.30799090441188,0.03233634916060091,-0.13318277108502163,-0.18834617781755877,0.22108447297718575,-0.2193616143353583,1.6588086440294356,2.1968560279351492,-5.076682370507215,4.685508494976936,-0.26181886989824266,-0.06172087612805255,0.5457022107472271,-0.4736742501489877,-0.971354746289117,5.343586831049306,5.679794553861541,32.48740562680598,22.906700385000853
2,91.99448240323011,91.89160050933904,1.372168095553737,0.8236534215438654,8.191483043633475,6.108385086928334,0.15611626198576062,0.15303705290559289,0.034735066936110726,7.171508511960329,5.51786295356438,0.0027736885284565713,3.0145520683189686e-05,0.0013436854260512397,0.0016540963393636254,0.004031056278153719,0.002935727764709837,3.2023471501198675e-05,0.0014700039119146244,0.0017203596979488602,0.004410011735743873,0.05481064690061689,0.05481064690061689,0.028564399287144798,0.03477217175012558,0.04671020588814563,0.0856931978614344,0.058024993692582114,0.058024993692582114,0.030039273795352706,0.03938715642257765,0.04381181685142394,0.09011782138605812,625.5331544136493,1706.1112587281743,2388.769474095234,3766.647999586748,4757.01996178115,624.4864426094477,1697.2921437483499,2385.572880832256,3768.115978701192,4786.194033817142,15.769994905854773,37.99046217520194,27.808147266249804,66.8849314564333,117.25651976394408,623.9338199338986,1702.1065289272487,2389.7679682984285,3765.653942563976,4757.108112873096,623.7802732871487,1693.115651718554,2387.716629914902,3762.0069266473274,4783.675064039476,16.235818292871432,36.43669443967006,25.807311064831367,55.71501300728456,107.49992368371693,91.96620178222656,1.371994137763977,99.4873275756836,85.95816802978516,1.836835827787015,7.549363874815224,-0.027870188688282015,1.8811600958414567,0.0,0.0,-0.027870188688282015,1.8811600958414567,-0.027870188688282015,1.8811600958414567,,,,,91.96620178222656,1.371994137763977,99.4873275756836,85.95816802978516,1.836835827787015,7.549363874815224,91.96620178222656,1.371994137763977,99.4873275756836,85.95816802978516,1.836835827787015,7.549363874815224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0354265421628952,0.03250742331147194,0.3980015344861273,3.711704566638597,7.0269717132067875,0.22679055765045827,-20.608533898592444,0.7368795275688171,1.095435619354248,0.623633820416297,5.46221720684569,5.79597305742433,0.1958549994255744,1.9216538887912569,-0.40415678657624277,5.741446004855003,7.319484425641764,3.6982336971384027,1.243629152648774,1.2375438080358423,-1.4401825438491447,41.545549858525376,72.141557944214,64.11031781651798,21.856155597147776,1.8664390328286062,1.0410463520267328,9.441503482079304,0.0010227506861594843,0.0021005016925666536,0.00103694532632954,0.1273563764718377,0.10394609665946498,10.355312731424531,8.731797641368281,-131.12816134336455,737.4686349126379,0.00015412439795225354,0.0003347528039335084,0.00014779237984946714,0.03050328170088121,0.027115610904864862,2.4489760503831666,2.4220722117857543,905.8501490841953,3776.450229143524,-0.25365890816415665,-0.821317513989569,-0.06408086047398558,0.28851661518958494,0.13343089512227932,0.3229422714475629,1.0683960715722205,-5.074998019164791,5.070868877067169,-0.5889283463352681,0.19751058347292005,-0.7916501126063848,-0.5680472960809886,-0.8673115229037602,-0.2797575249373141,1.9608721758756573,23.776338762466512,23.718494849958752
